,station_origin,station_destination,flows,distance
563,Aldgate,Woodford,0,13042.495363275953
564,Aldgate,Woodside Park,0,16118.698148459576
565,Aldgate East,Acton Town,2,9022.610405552046
566,Aldgate East,Aldgate,0,219.9034307803612
567,Aldgate East,Alperton,0,12426.886852968833
568,Aldgate East,Amersham,0,28830.746000306775
569,Aldgate East,Angel,20,2863.0088585811022
570,Aldgate East,Archway,4,8294.001863415973
571,Aldgate East,Arnos Grove,0,14724.265274744725
572,Aldgate East,Arsenal,0,6773.146470696685
573,Aldgate East,Baker Street,45,5948.636456446356
574,Aldgate East,Balham,2,10131.310190461485
575,Aldgate East,Monument,95,775.7017377852655
576,Aldgate East,Barbican,45,1198.3821335954513
577,Aldgate East,Barking,15,10395.552470427912
578,Aldgate East,Barkingside,0,16929.894770537117
579,Aldgate East,Barons Court,7,7490.683008680586
580,Aldgate East,Bayswater,0,8161.648251257366
581,Aldgate East,Becontree,0,13659.427111389066
582,Aldgate East,Belsize Park,2,7301.985550000559
583,Aldgate East,Bermondsey,0,3878.2663227179396
584,Aldgate East,Bethnal Green,0,2506.9283687495026
585,Aldgate East,Blackfriars,165,1954.9607740131398
586,Aldgate East,Blackhorse Road,1,13306.58002228034
587,Aldgate East,Bond Street,39,5051.388228798085
588,Aldgate East,Borough,7,2310.0021637554387
589,Aldgate East,Boston Manor,2,10471.511140252975
590,Aldgate East,Bounds Green,0,13378.070930505695
591,Aldgate East,Bow Road,16,3578.4082026270717
592,Aldgate East,Brent Cross,0,12358.992007872315
593,Aldgate East,Brixton,5,7727.1229182980815
594,Aldgate East,Bromley-by-Bow,18,4581.602457329392
595,Aldgate East,Buckhurst Hill,0,13950.37313514155
596,Aldgate East,Burnt Oak,1,16931.660740630276
597,Aldgate East,Caledonian Road,3,5501.887739113121
598,Aldgate East,Camden Town,16,5279.931586252968
599,Aldgate East,Canada Water,0,4815.493355473627
600,Aldgate East,Canary Wharf,3,4445.999682206154
601,Aldgate East,Canning Town,5,5988.938443203563
602,Aldgate East,Cannon Street,85,1054.9063154041755
603,Aldgate East,Canons Park,0,10833.888836332128
604,Aldgate East,Chalk Farm,4,6270.14605917588
605,Aldgate East,Chancery Lane,9,2465.065185075676
606,Aldgate East,Charing Cross,1,3824.485646806922
607,Aldgate East,Chigwell,0,15265.98043338455
608,Aldgate East,Chiswick Park,4,9022.610405552046
609,Aldgate East,Clapham Common,3,7724.726827382439
610,Aldgate East,Clapham North,2,7085.149936006761
611,Aldgate East,Clapham South,1,8970.488589057635
612,Aldgate East,Cockfosters,0,19896.344990779256
613,Aldgate East,Colindale,2,15634.9467922759
614,Aldgate East,Colliers Wood,0,13440.812611413055
615,Aldgate East,Covent Garden,3,3651.0391812888424
616,Aldgate East,Dagenham East,2,16358.517722499271
617,Aldgate East,Dagenham Heathway,2,15082.080727157767
618,Aldgate East,Debden,2,17823.608084442087
619,Aldgate East,Dollis Hill,1,10242.79008621613
620,Aldgate East,Ealing Broadway,3,9471.51651344644
621,Aldgate East,Ealing Common,0,9099.88991755419
622,Aldgate East,Earl's Court,21,7388.840714884763
623,Aldgate East,East Acton,1,12308.01388683675
624,Aldgate East,East Finchley,0,11615.766829919523
625,Aldgate East,East Ham,14,9270.62156872241
626,Aldgate East,East Putney,9,11011.003926542373
627,Aldgate East,Eastcote,0,13161.641620326856
628,Aldgate East,Edgware,0,18446.686864988595
629,Aldgate East,Edgware Road,20,7022.8159682136775
630,Aldgate East,Elephant & Castle,18,3124.0710265530647
631,Aldgate East,Elm Park,0,18645.919380304393
632,Aldgate East,Embankment,131,3489.69850001174
633,Aldgate East,Epping,0,23756.30584217449
634,Aldgate East,Euston,13,4301.87135041898
635,Aldgate East,Euston Square,105,4510.23963285404
636,Aldgate East,Fairlop,0,18085.61892693097
637,Aldgate East,Farringdon,140,1702.366947054511
638,Aldgate East,Finchley Central,4,13983.193467992558
639,Aldgate East,Finchley Road,1,6419.95029593151
640,Aldgate East,Finsbury Park,2,7537.590510345363
641,Aldgate East,Fulham Broadway,9,8282.250978365304
642,Aldgate East,Gants Hill,0,13453.9471116284
643,Aldgate East,Gloucester Road,20,7217.532877718771
644,Aldgate East,Golders Green,1,10849.965858438978
645,Aldgate East,Goldhawk Road,4,9376.214566264802
646,Aldgate East,Goodge Street,13,4273.096545041251
647,Aldgate East,Grange Hill,0,16607.092028597363
648,Aldgate East,Great Portland Street,30,5127.370929444762
649,Aldgate East,Green Park,46,5150.821863899605
650,Aldgate East,Greenford,0,15463.476821856271
651,Aldgate East,Gunnersbury,14,9001.364693288977
652,Aldgate East,Hainault,0,17703.333770146193
653,Aldgate East,Hammersmith,37,8500.345835216298
654,Aldgate East,Hampstead,2,8473.448511573679
655,Aldgate East,Hanger Lane,1,11648.639623565814
656,Aldgate East,Harlesden,2,14069.070652125121
657,Aldgate East,Harrow & Wealdstone,0,22691.122621686598
658,Aldgate East,Harrow-on-the-Hill,0,10751.77616856393
659,Aldgate East,Hatton Cross,3,19000.522257519136
660,Aldgate East,Heathrow Terminal 4,1,20699.38878720453
661,Aldgate East,Heathrow Terminal 5,4,23101.3384159142
662,Aldgate East,Heathrow Terminals 2 & 3,9,21404.64496750729
663,Aldgate East,Hendon Central,4,13489.353512206755
664,Aldgate East,High Barnet,0,20204.708068544744
665,Aldgate East,High Street Kensington,10,7388.840714884763
666,Aldgate East,Highbury & Islington,0,5984.972315605864
667,Aldgate East,Highgate,1,9873.03372226815
668,Aldgate East,Hillingdon,0,17852.05057716199
669,Aldgate East,Holborn,50,3025.01478830382
670,Aldgate East,Holland Park,1,9034.112077883428
671,Aldgate East,Holloway Road,3,6113.527044992633
672,Aldgate East,Hornchurch,1,20184.648683422936
673,Aldgate East,Hounslow Central,0,14729.093855590188
674,Aldgate East,Hounslow East,1,13986.32178556719
675,Aldgate East,Hounslow West,1,16199.86442498815
676,Aldgate East,Hyde Park Corner,2,5927.700340070747
677,Aldgate East,Kennington,2,3955.682414505888
678,Aldgate East,Kensal Green,0,11583.847716081797
679,Aldgate East,Kensington (Olympia),0,8385.414268108103
680,Aldgate East,Kentish Town,2,6552.772858375909
681,Aldgate East,Kew Gardens,1,10773.48360758769
682,Aldgate East,Kilburn,1,8122.067041742016
683,Aldgate East,Kilburn Park,1,9820.457057486434
684,Aldgate East,King's Cross St. Pancras,111,3479.339957263541
685,Aldgate East,Kingsbury,0,7909.3845774343645
686,Aldgate East,Knightsbridge,12,6492.741816086358
687,Aldgate East,Ladbroke Grove,5,9904.820846701034
688,Aldgate East,Lambeth North,4,3679.351085678117
689,Aldgate East,Lancaster Gate,2,6882.377913424543
690,Aldgate East,Latimer Road,3,10561.232823971823
691,Aldgate East,Leicester Square,17,4010.5141985135447
692,Aldgate East,Leyton,3,7835.284180829041
693,Aldgate East,Leytonstone,9,9488.496361028128
694,Aldgate East,Liverpool Street,47,138.18078518761743
695,Aldgate East,London Bridge,25,1798.7753974334946
696,Aldgate East,Loughton,0,15774.599829807801
697,Aldgate East,Maida Vale,1,8978.237873159213
698,Aldgate East,Manor House,0,8641.820118774238
699,Aldgate East,Mansion House,80,1297.5445206794884
700,Aldgate East,Marble Arch,7,5669.342879327318
701,Aldgate East,Marylebone,7,6484.156956554323
702,Aldgate East,Mile End,22,2956.297135517684
703,Aldgate East,Mill Hill East,0,15335.789108499814
704,Aldgate East,Moorgate,65,499.42945474781993
705,Aldgate East,Morden,2,16042.511402676824
706,Aldgate East,Mornington Crescent,2,5059.98541738747
707,Aldgate East,Neasden,0,9462.956029006935
708,Aldgate East,Newbury Park,0,15803.708981082684
709,Aldgate East,North Acton,3,11134.031942124802
710,Aldgate East,North Ealing,0,9416.5856992404
711,Aldgate East,North Greenwich,6,6107.588245314002
712,Aldgate East,North Harrow,0,11468.62631661101
713,Aldgate East,North Wembley,1,18610.399732925704
714,Aldgate East,Northfields,0,9547.126047833122
715,Aldgate East,Northolt,0,17279.00988425488
716,Aldgate East,Northwick Park,0,9454.407230443958
717,Aldgate East,Northwood,0,16712.677271197368
718,Aldgate East,Northwood Hills,0,15129.660016036152
719,Aldgate East,Notting Hill Gate,0,8337.255956169956
720,Aldgate East,Oakwood,0,18555.416563340244
721,Aldgate East,Old Street,7,1344.501505185588
722,Aldgate East,Osterley,1,13028.825196170352
723,Aldgate East,Oval,7,4863.177616434657
724,Aldgate East,Oxford Circus,50,4562.538249779221
725,Aldgate East,Paddington,67,7313.525102264013
726,Aldgate East,Park Royal,3,10508.077343876746
727,Aldgate East,Parsons Green,7,8977.5772564761
728,Aldgate East,Perivale,0,13872.816007244553
729,Aldgate East,Piccadilly Circus,61,4379.425781806942
730,Aldgate East,Pimlico,4,6680.309118039496
731,Aldgate East,Pinner,0,12980.271882287643
732,Aldgate East,Plaistow,9,6657.817464236437
733,Aldgate East,Preston Road,0,7726.924944863313
734,Aldgate East,Putney Bridge,12,9960.788024933609
735,Aldgate East,Queen's Park,1,10204.832143714188
736,Aldgate East,Queensbury,0,9151.681403259536
737,Aldgate East,Queensway,3,7732.210566518979
738,Aldgate East,Ravenscourt Park,5,9182.152703347505
739,Aldgate East,Rayners Lane,0,11345.122179545955
740,Aldgate East,Redbridge,0,12004.49740789048
741,Aldgate East,Regent's Park,0,5532.210708589262
742,Aldgate East,Richmond,16,12938.105782016042
743,Aldgate East,Roding Valley,0,13080.133221314825
744,Aldgate East,Royal Oak,3,8143.453108929455
745,Aldgate East,Ruislip,0,14955.458718960132
746,Aldgate East,Ruislip Manor,0,14282.252483804374
747,Aldgate East,Russell Square,5,3718.7228961957885
748,Aldgate East,Seven Sisters,1,10669.84625525422
749,Aldgate East,Shepherd's Bush,2,9883.314508556115
750,Aldgate East,Shepherd's Bush Market,3,9802.455809192306
751,Aldgate East,Sloane Square,58,6450.796300079219
752,Aldgate East,Snaresbrook,2,9811.43494198838
753,Aldgate East,South Ealing,2,9099.88991755419
754,Aldgate East,South Harrow,0,11415.864442615077
755,Aldgate East,South Kensington,79,6471.769058082788
756,Aldgate East,South Ruislip,0,19594.18395337902
757,Aldgate East,South Wimbledon,2,14512.973625125409
758,Aldgate East,South Woodford,3,11123.23324233433
759,Aldgate East,Southfields,3,12633.258817648399
760,Aldgate East,Southgate,0,16696.10911248031
761,Aldgate East,Southwark,1,2894.337809031831
762,Aldgate East,St. James's Park,117,4519.058082574556
763,Aldgate East,St. John's Wood,2,7545.521181792282
764,Aldgate East,St. Paul's,4,1375.7457368105502
765,Aldgate East,Stamford Brook,5,9453.29406573231
766,Aldgate East,Stanmore,0,12249.411462107388
767,Aldgate East,Stepney Green,38,1935.5558187326274
768,Aldgate East,Stockwell,4,6143.49904485019
769,Aldgate East,Stonebridge Park,0,15554.985455142425
770,Aldgate East,Stratford,82,5732.994847786342
771,Aldgate East,Sudbury Hill,0,12891.893752207154
772,Aldgate East,Sudbury Town,0,14078.112722041686
773,Aldgate East,Swiss Cottage,1,6584.060978622998
774,Aldgate East,Temple,195,2701.2303805491956
775,Aldgate East,Theydon Bois,0,21134.75857131288
776,Aldgate East,Tooting Bec,2,11099.775908043897
777,Aldgate East,Tooting Broadway,8,12167.75786117289
778,Aldgate East,Tottenham Court Road,45,3752.392895039633
779,Aldgate East,Tottenham Hale,0,11907.816176550503
780,Aldgate East,Totteridge & Whetstone,0,17620.33429514886
781,Aldgate East,Tower Hill,25,138.18078518761743
782,Aldgate East,Tufnell Park,0,7308.728448984557
783,Aldgate East,Turnham Green,6,8851.31607464673
784,Aldgate East,Turnpike Lane,0,10955.45543814429
785,Aldgate East,Upminster,0,22687.954124530323
786,Aldgate East,Upminster Bridge,0,21405.793354445537
787,Aldgate East,Upney,1,11737.804514069574
788,Aldgate East,Upton Park,12,7973.228716018784
789,Aldgate East,Uxbridge,0,19990.485162905592
790,Aldgate East,Vauxhall,19,7499.901259005465
791,Aldgate East,Victoria,31,5287.927098270261
792,Aldgate East,Walthamstow Central,0,14781.526003004006
793,Aldgate East,Wanstead,0,10826.902280112796
794,Aldgate East,Warren Street,3,4798.17905037679
795,Aldgate East,Warwick Avenue,1,8198.508900131012
796,Aldgate East,Waterloo,49,3116.609025980127
797,Aldgate East,Watford,0,21068.521607450904
798,Aldgate East,Wembley Central,0,17266.1308353099
799,Aldgate East,Wembley Park,1,7112.774870345969
800,Aldgate East,West Acton,0,9843.143109338691
801,Aldgate East,West Brompton,11,7844.2413818487985
802,Aldgate East,West Finchley,0,15213.306128534066
803,Aldgate East,West Ham,13,5759.51407791153
804,Aldgate East,West Hampstead,4,7112.774870345969
805,Aldgate East,West Kensington,16,7490.683008680586
806,Aldgate East,West Ruislip,0,22595.518284128317
807,Aldgate East,Westbourne Park,5,9107.31468690141
808,Aldgate East,Westminster,100,3961.2640610647973
809,Aldgate East,White City,4,11162.498526333055
810,Aldgate East,Whitechapel,81,907.8131407835976
811,Aldgate East,Willesden Green,0,9298.78320496601
812,Aldgate East,Willesden Junction,0,12930.52934194686
813,Aldgate East,Wimbledon,24,15615.40535620506
814,Aldgate East,Wimbledon Park,0,13988.866630011753
815,Aldgate East,Wood Green,0,11878.936683916623
816,Aldgate East,Wood Lane,12,10321.615739631254
817,Aldgate East,Woodford,1,12822.591932495592
818,Aldgate East,Woodside Park,1,16151.567162986432
819,All Saints,Monument,93,5249.117380907944
820,All Saints,Beckton,1,7587.746392608085
821,All Saints,Bow Church,74,5486.107940915695
822,All Saints,Canary Wharf,67,981.7106213366884
823,All Saints,Canning Town,9,2284.4239666305402
824,All Saints,Crossharbour,4,2181.882020511616
825,All Saints,Custom House,0,2951.247195923843
826,All Saints,Cutty Sark,13,3975.0535106957427
827,All Saints,Cyprus,1,5621.309302975164
828,All Saints,Deptford Bridge,10,5383.7696434664185
829,All Saints,Devons Road,27,6112.749524410713
830,All Saints,East India,0,1100.0464648942461
831,All Saints,Elverson Road,1,6103.312645849808
832,All Saints,Gallions Reach,4,6359.495414363241
833,All Saints,Greenwich,4,4605.127699889031
834,All Saints,Heron Quays,30,952.1262874153567
835,All Saints,Island Gardens,5,3189.015772476032
836,All Saints,Langdon Park,25,493.42201297562764
837,All Saints,Lewisham,21,6659.608516914004
838,All Saints,Limehouse,4,1554.326296570327
839,All Saints,London City Airport,1,5384.602004750712
840,All Saints,Mudchute,2,2639.4190504257203
841,All Saints,Pontoon Dock,5,4249.127998181375
842,All Saints,Poplar,3,334.03708404259004
843,All Saints,Pudding Mill Lane,6,4481.328621039087
844,All Saints,Royal Albert,0,4338.142374998522
845,All Saints,Royal Victoria,0,2362.2625426257323
846,All Saints,Shadwell,18,2750.0473406232977
847,All Saints,South Quay,12,1593.109284525302
848,All Saints,Stratford,258,2649.2494135873258
849,All Saints,Stratford International,9,4911.51529551517
850,All Saints,Tower Gateway,16,3107.7090861045167
851,All Saints,West Ham,0,2513.8483319225734
852,All Saints,West India Quay,11,549.226868187471
853,All Saints,Westferry,1,586.6229949846895
854,All Saints,Woolwich Arsenal,5,8833.719612671162
855,Alperton,Acton Town,95,3404.2764474167866
856,Alperton,Aldgate East,3,12426.886852968835
857,Alperton,Amersham,0,23484.356340930983
858,Alperton,Angel,4,11979.06416481718
859,Alperton,Arnos Grove,0,22047.83575809156
860,Alperton,Arsenal,0,14096.716954043524
861,Alperton,Baker Street,2,9285.798140804296
862,Alperton,Monument,7,11714.84034922913
863,Alperton,Barbican,0,12907.310654307945
864,Alperton,Barking,0,21949.029119879364
865,Alperton,Barons Court,32,4936.203844288247
866,Alperton,Bayswater,0,7072.786345993287
867,Alperton,Bermondsey,1,13136.164414410956
868,Alperton,Blackfriars,7,10535.581313001258
869,Alperton,Blackhorse Road,1,20630.150505627178
870,Alperton,Bond Street,1,8458.506771226745
871,Alperton,Boston Manor,17,4853.1771821177135
872,Alperton,Bounds Green,0,20701.641413852532
873,Alperton,Brixton,4,12431.323233749275
874,Alperton,Caledonian Road,1,12825.45822245996
875,Alperton,Camden Town,0,10958.439283288928
876,Alperton,Canada Water,2,14073.391447166643
877,Alperton,Canary Wharf,7,15350.473448487333
878,Alperton,Canning Town,4,17083.56636207095
879,Alperton,Cannon Street,1,11435.635771610221
880,Alperton,Chalfont & Latimer,0,22254.847804774563
881,Alperton,Chancery Lane,3,10016.970993040753
882,Alperton,Charing Cross,1,8666.056440207476
883,Alperton,Chiswick Park,25,3746.8651092274195
884,Alperton,Cockfosters,0,27219.915474126094
885,Alperton,Covent Garden,8,8830.996996827587
886,Alperton,Croxley,0,14853.235830016436
887,Alperton,Ealing Broadway,32,3698.6235313068946
888,Alperton,Ealing Common,76,3326.9969354146438
889,Alperton,Earl's Court,84,5038.04613808407
890,Alperton,East Ham,0,20824.098218173862
891,Alperton,East Putney,9,8660.20934974168
892,Alperton,Eastcote,14,6628.559938987016
893,Alperton,Edgware Road,0,8536.468159726817
894,Alperton,Elephant & Castle,3,10865.424900403752
895,Alperton,Embankment,0,9000.843587002657
896,Alperton,Euston,2,9980.37904745494
897,Alperton,Farringdon,1,12579.883450819409
898,Alperton,Finchley Road,1,9737.212381820558
899,Alperton,Finsbury Park,2,14861.160993692203
900,Alperton,Fulham Broadway,9,5931.456401564611
901,Alperton,Gloucester Road,16,5209.353975250062
902,Alperton,Goldhawk Road,2,5304.425252111337
903,Alperton,Goodge Street,1,9592.05973527531
904,Alperton,Green Park,22,7331.214314216824
905,Alperton,Gunnersbury,2,3725.6193969643514
906,Alperton,Hammersmith,184,4428.556521062833
907,Alperton,Harrow-on-the-Hill,8,5405.386509188138
908,Alperton,Hatton Cross,37,13382.188299383875
909,Alperton,Heathrow Terminal 4,4,15081.054829069271
910,Alperton,Heathrow Terminal 5,6,17483.00445777894
911,Alperton,Heathrow Terminals 2 & 3,13,15786.31100937203
912,Alperton,High Barnet,0,25883.215765580702
913,Alperton,High Street Kensington,4,5380.661812416054
914,Alperton,Highbury & Islington,0,13308.542798952703
915,Alperton,Hillingdon,3,11318.968895822149
916,Alperton,Holborn,12,9457.02138981261
917,Alperton,Holloway Road,2,13437.097528339471
918,Alperton,Hounslow Central,18,9110.759897454926
919,Alperton,Hounslow East,47,8367.987827431929
920,Alperton,Hounslow West,21,10581.530466852888
921,Alperton,Hyde Park Corner,14,6554.335838045682
922,Alperton,Ickenham,5,10197.94737094436
923,Alperton,Kennington,1,11066.317183323288
924,Alperton,Kew Gardens,2,5497.738311263064
925,Alperton,King's Cross St. Pancras,15,10802.91044061038
926,Alperton,Knightsbridge,30,5976.090552889614
927,Alperton,Ladbroke Grove,3,7453.260034403296
928,Alperton,Lambeth North,1,9873.019886686696
929,Alperton,Latimer Road,0,6796.848057132508
930,Alperton,Leicester Square,9,8471.521979602885
931,Alperton,Leyton,0,19550.681142070436
932,Alperton,Leytonstone,0,21203.893322269523
933,Alperton,Liverpool Street,4,12288.706067781217
934,Alperton,London Bridge,7,11056.673489126511
935,Alperton,Manor House,1,15965.390602121077
936,Alperton,Mansion House,2,11192.997566334909
937,Alperton,Mile End,2,15383.183988486519
